StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consumidor,Frequência,Lugar,Marcas,É consumidor,Como conheceu,Q44,Características,Falta na marca,Qualidades marcas,Classificação_1,Classificação_2,Classificação_3,Classificação_4,Classificação_5,Q42,Q34,Qualidade_NPS_GROUP,Qualidade,Diferencial,Pontos melhora,Q40,Q41,Lançamentos,Procura,Q30,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Frequencia uso,Preço,Utilização,ticket,idade,reg,sel
2024-06-24 13:50:34,2024-06-24 13:51:08,IP Address,186.216.214.83,100,34,True,2024-06-24 13:51:09,R_6tuvqkz1OAgT6fB,,,,,-15.7792,-47.9341,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570d29cf-183d-4e7a-b2de-74bae754cc1a_0adc1c5cbd5af884,38,5,2
2024-06-24 13:50:36,2024-06-24 13:51:19,IP Address,201.1.58.227,100,43,True,2024-06-24 13:51:20,R_7KDdpEgCB7YFHnt,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Loja Física,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090a4a37-2984-42d9-b3f4-4dab31a1c0a4_0adc1c5cbd5af884,64,3,5
2024-06-24 13:50:09,2024-06-24 13:51:41,IP Address,177.172.38.249,100,92,True,2024-06-24 13:51:42,R_5VKJsr7pYrQLeXR,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos",Sim,,,,,,,,,,,,Redes sociais,Promoter,10,"Conforto,Atualização de modelos,Inovação","Qualidade dos produtos,Inovação,Sustentabilidade",Sim,5,5,"Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Rede Sociais,5,4,3,2,1,3 a 6 vezes na semana,5,"Uso diário (no trabalho, escola ou atividades cotidianas)",7f86e313-33c3-4fc5-8222-8944714881d3_0adc1c5cbd5af884,32,3,4
2024-06-24 13:51:03,2024-06-24 13:51:54,IP Address,201.17.62.157,100,50,True,2024-06-24 13:51:54,R_55ZtcHGTBVGKR1f,,,,,-22.9072,-43.1883,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1dd605be-75bc-48f2-b191-1523d97020bb_0adc1c5cbd5af884,48,3,2
2024-06-24 13:51:45,2024-06-24 13:52:26,IP Address,189.33.66.99,100,41,True,2024-06-24 13:52:27,R_51SryQRw44o83UO,,,,,-23.5335,-46.6359,anonymous,EN,Sim," A cada dois anos",Loja Física,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192f97c8-9826-4bb4-90a1-8b92cafc7037_0adc1c5cbd5af884,43,3,4
2024-06-24 13:50:53,2024-06-24 13:52:31,IP Address,177.173.207.254,100,98,True,2024-06-24 13:52:32,R_7Y57iJXS2XsPs0g,,,,,-25.5026,-49.2908,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91f88eca-1480-491a-9e74-8c5815ede74b_0adc1c5cbd5af884,65,4,3
2024-06-24 13:52:38,2024-06-24 13:53:00,IP Address,177.173.225.89,100,22,True,2024-06-24 13:53:00,R_7kHEu2fopluavzu,,,,,-8.0091,-34.9498,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8af200f3-68cb-4089-8a33-e0682f62db65_0adc1c5cbd5af884,29,3,2
2024-06-24 13:50:49,2024-06-24 13:53:13,IP Address,177.194.16.193,100,143,True,2024-06-24 13:53:13,R_5LECGhsCXeJae7D,,,,,-22.9035,-47.0565,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a5a1042a-499e-4dc5-8207-3fb925bfa3e4_0adc1c5cbd5af884,56,3,3
2024-06-24 13:52:43,2024-06-24 13:53:22,IP Address,45.70.167.16,100,38,True,2024-06-24 13:53:23,R_6qDEATz6EYGnHl9,,,,,-22.9201,-43.0811,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9e6fb343-3ba8-42b9-95c9-45fcf0f70d42_0adc1c5cbd5af884,44,3,4
2024-06-24 13:52:54,2024-06-24 13:53:36,IP Address,45.70.165.127,100,42,True,2024-06-24 13:53:37,R_637Xt7s6CSsmJzc,,,,,-22.9201,-43.0811,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Online,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402e8356-b658-49e4-838d-ae740411b611_0adc1c5cbd5af884,41,3,3
2024-06-24 13:52:54,2024-06-24 13:53:43,IP Address,179.246.220.125,100,48,True,2024-06-24 13:53:43,R_3YJnePTmiFJrFBV,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bb288b1-2768-4caa-a47d-06e0d208b69a_0adc1c5cbd5af884,55,3,3
2024-06-24 13:49:44,2024-06-24 13:53:59,IP Address,177.115.60.3,100,254,True,2024-06-24 13:54:00,R_1L52jVBqqMmrAXo,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Paula Torres",Sim,,,,,,,,,,,,Recomendação de amigos/família,Detractor,6,"Qualidade dos produtos,Atualização de modelos,Inovação","Conforto,Preço",Sim,5,3,"Pede recomendações para conhecidos,Busca tendências de moda em redes sociais",Recomendação,5,4,3,1,2,1 ou 2 vez(es) a cada três meses,4,"Ocasiões formais (como casamentos, formaturas ou eventos corporativos)",c07fe11d-3c2f-4772-882f-e220e66d24a4_0adc1c5cbd5af884,51,3,1
2024-06-24 13:52:56,2024-06-24 13:54:05,IP Address,168.195.101.250,100,69,True,2024-06-24 13:54:06,R_18zTQLHlOVjbYan,,,,,-19.9029,-43.9572,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Ambos na mesma proporção,"Arezzo,Schutz,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f06ab946-212c-4c59-ac74-35a040b9b61a_0adc1c5cbd5af884,48,3,3
2024-06-24 13:53:47,2024-06-24 13:54:42,IP Address,177.96.12.35,100,54,True,2024-06-24 13:54:42,R_53V2n55pOCtQeZg,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d8aaa9f-508b-4b37-8533-f49c46b8bd9a_0adc1c5cbd5af884,53,3,3
2024-06-24 13:54:17,2024-06-24 13:54:46,IP Address,187.74.67.153,100,29,True,2024-06-24 13:54:47,R_6tctvIuOZhKOAHD,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Loja Física,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94ec67d4-55e3-48e7-8d03-3be6f623454d_0adc1c5cbd5af884,70,3,2
2024-06-24 13:54:29,2024-06-24 13:54:48,IP Address,179.246.220.125,100,18,True,2024-06-24 13:54:49,R_5YlVqg9QrM42LXZ,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bb288b1-2768-4caa-a47d-06e0d208b69a_0adc1c5cbd5af884,55,3,3
2024-06-24 13:54:14,2024-06-24 13:54:57,IP Address,179.189.111.185,100,42,True,2024-06-24 13:54:58,R_1OOmQhN7NKcNHyQ,,,,,-19.9029,-43.9572,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4c860389-99fa-4eed-b6f4-00f87aa22296_0adc1c5cbd5af884,35,3,2
2024-06-24 13:54:36,2024-06-24 13:55:08,IP Address,189.120.79.114,100,31,True,2024-06-24 13:55:08,R_8n7cN1nRglfd8WY,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Alexandre Birman,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be7c115b-8f92-434e-b10a-c553abe43618_0adc1c5cbd5af884,49,3,3
2024-06-24 13:55:18,2024-06-24 13:55:47,IP Address,187.88.15.25,100,28,True,2024-06-24 13:55:47,R_5PbMESoIBUC6SgR,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272b0299-189d-4af3-9d7b-29683033a8c1_0adc1c5cbd5af884,65,3,2
2024-06-24 13:55:09,2024-06-24 13:55:53,IP Address,200.144.94.8,100,44,True,2024-06-24 13:55:54,R_54oeMppVSpafXOQ,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Loja Física,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17f9406d-e174-4c9c-8400-2dfc7341aa2b_0adc1c5cbd5af884,48,3,3
2024-06-24 13:55:02,2024-06-24 13:55:58,IP Address,177.63.243.179,100,56,True,2024-06-24 13:55:58,R_65DnBPqyBlFNNK1,,,,,-22.2733,-48.5242,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Ambos na mesma proporção,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4bc0a51cc8f0812_0adc1c5cbd5af884_095c4a143569fa40_48e0947c57aaafc1989e8872417f6d75,75,3,4
2024-06-24 13:55:33,2024-06-24 13:56:03,IP Address,189.110.79.24,100,29,True,2024-06-24 13:56:03,R_71l6NFHMdpMVobL,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139fdc76-d475-4aaa-aac0-a3a697ac44ac_0adc1c5cbd5af884,61,3,3
2024-06-24 13:55:59,2024-06-24 13:56:38,IP Address,187.43.151.39,100,38,True,2024-06-24 13:56:39,R_1kLd7304u8PUMrz,,,,,-23.6283,-46.6409,anonymous,EN,Sim," A cada dois anos",Loja Física,"Arezzo,Schutz,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77f51b38-9759-4339-9f0c-c43b50c35b9a_0adc1c5cbd5af884,65,3,2
2024-06-24 13:54:03,2024-06-24 13:57:13,IP Address,189.121.201.54,100,190,True,2024-06-24 13:57:14,R_6Qz2Hb7FOylrj8q,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Outras",Não,Outro,Outros,"Elegante,Moderna",Promoções e descontos mais frequentes,"Promoções/descontos,Avaliações e opiniões positivas de outros clientes,Variedade de estilos e peças",1,4,2,3,5,"Pede recomendações para conhecidos,Procura pelo produto específico na internet,Acessa o site da marca diretamente (qual marca?),Visita lojas físicas para experimentar pessoalmente",,,,,,,,,,,,,,,,,,,060fb160-f337-4441-9468-62cdba72727e_0adc1c5cbd5af884,43,3,1
2024-06-24 13:56:54,2024-06-24 13:57:28,IP Address,187.106.45.85,100,34,True,2024-06-24 13:57:29,R_1ht32gm9ass8VhN,,,,,-22.895,-47.0439,anonymous,EN,Sim,A cada 6 meses,Online,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d4a63412-3fc6-44ad-ab17-df3b29e3c240_0adc1c5cbd5af884,57,3,2
2024-06-24 13:57:00,2024-06-24 13:57:42,IP Address,201.82.124.117,100,41,True,2024-06-24 13:57:42,R_6q2EXUdkZfSPGjb,,,,,-22.9035,-47.0565,anonymous,EN,Sim,Uma  vez por ano,Online,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e090d1bd-2dda-4e50-9e89-f569712d2e0c_0adc1c5cbd5af884,59,3,6
2024-06-24 13:53:41,2024-06-24 13:57:45,IP Address,177.45.71.215,100,243,True,2024-06-24 13:57:45,R_6zcCW0orXlLCOFC,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Alexandre Birman,Outras",Não,Recomendação de amigos/família,Recomendação,"Elegante,Luxuosa,Exclusiva","Mais opções de estilo e design,Qualidade do produto","Informações sobre a qualidade do e o conforto do sapato,Publicidade criativa e atraente,Recomendações de amigos/familiares",1,2,5,3,4,"Pede recomendações para conhecidos,Acessa o site da marca diretamente (qual marca?),Visita lojas físicas para experimentar pessoalmente,Assiste vídeos de reviews",,,,,,,,,,,,,,,,,,,fae7aa8d-9ceb-423c-980a-1e5f259e5a0f_0adc1c5cbd5af884,58,3,2
2024-06-24 13:57:04,2024-06-24 13:58:17,IP Address,192.141.103.170,100,72,True,2024-06-24 13:58:17,R_6TZgUtXywbiOjB3,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce3b6a76-ac5b-4850-951d-9003d37c07e3_0adc1c5cbd5af884,34,3,3
2024-06-24 13:58:20,2024-06-24 13:59:12,IP Address,179.210.144.87,100,51,True,2024-06-24 13:59:12,R_5LiH735PfnOpOb1,,,,,-22.9072,-43.1883,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e24c9ec-d161-40ac-b7b0-36cddf79722d_0adc1c5cbd5af884,43,3,2
2024-06-24 13:57:29,2024-06-24 13:59:13,IP Address,179.129.201.1,100,104,True,2024-06-24 13:59:14,R_6FP4y8VU79QDxMl,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c9ad9290-4ba3-4538-b4ce-7fb939b04357_0adc1c5cbd5af884,63,3,3
2024-06-24 13:57:40,2024-06-24 13:59:36,IP Address,191.56.145.27,100,115,True,2024-06-24 13:59:36,R_3VaOq1jZGCZTb5T,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Alexandre Birman,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81194e6d-9228-417c-b175-fd9c17c289bf_0adc1c5cbd5af884,47,3,3
2024-06-24 13:59:08,2024-06-24 13:59:36,IP Address,200.4.110.245,100,27,True,2024-06-24 13:59:36,R_61eerWQzrl1dsIN,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0c90678-0da3-4361-b509-22760564217b_0adc1c5cbd5af884,56,3,3
2024-06-24 13:58:43,2024-06-24 13:59:40,IP Address,187.69.76.118,100,57,True,2024-06-24 13:59:40,R_8uZH7HDSc6YiUck,,,,,-22.9072,-43.1883,anonymous,EN,Não,Uma  vez por ano,Loja Física,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97d1dc48-b7e2-4a70-b958-d366e1da4efb_0adc1c5cbd5af884,65,3,5
2024-06-24 13:59:19,2024-06-24 13:59:55,IP Address,200.182.112.179,100,36,True,2024-06-24 13:59:56,R_5bqrmCvezuIYOg9,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7041a185-4095-44c4-ba71-663f5ede49ce_0adc1c5cbd5af884,25,3,2
2024-06-24 13:55:03,2024-06-24 14:00:02,IP Address,200.4.115.91,100,298,True,2024-06-24 14:00:03,R_7JGo0Afm81hzmdX,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Alexandre Birman,Outras",Não,Outro,Recomendação,"Elegante,Moderna","Melhor relação custo-benefício,Qualidade do produto,Promoções e descontos mais frequentes","Avaliações e opiniões positivas de outros clientes,Informações sobre a qualidade do e o conforto do sapato,Variedade de estilos e peças",5,4,3,1,2,"Pede recomendações para conhecidos,Procura pelo produto específico na internet,Acessa o site da marca diretamente (qual marca?),Visita lojas físicas para experimentar pessoalmente",,,,,,,,,,,,,,,,,,,70902f78b936798f_0adc1c5cbd5af884_af2bfd745d0d2652_d6ae464ddcaae70845702bf3e55b8e3d,29,3,3
2024-06-24 13:59:17,2024-06-24 14:00:05,IP Address,177.141.14.198,100,48,True,2024-06-24 14:00:05,R_5nHaEOi5TCImbIJ,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f6a6be92-2d61-47ab-84a6-184c48db0d44_0adc1c5cbd5af884,70,3,2
2024-06-24 14:00:18,2024-06-24 14:01:13,IP Address,179.116.26.230,100,54,True,2024-06-24 14:01:13,R_1hBi84JIu3jwCg0,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Alexandre Birman,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73c22e02-a176-4442-aa82-d8ac4ae2cc90_0adc1c5cbd5af884,38,3,1
2024-06-24 13:35:29,2024-06-24 14:01:22,IP Address,152.92.200.71,100,1552,True,2024-06-24 14:01:22,R_1tUv833amXI5zu9,,,,,-22.9201,-43.0811,anonymous,EN,Sim,Uma  vez por ano,Online,"Arezzo,Schutz,Luiza Barcellos,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bf550a1dcfa87b20_0adc1c5cbd5af884_af416a07339ca09f_eb3ccec6640becacbeffe3ce9836c535,29,3,4
2024-06-24 14:01:28,2024-06-24 14:01:50,IP Address,187.108.59.16,100,22,True,2024-06-24 14:01:51,R_1H1OhVXaWbgYhwp,,,,,-19.9029,-43.9572,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f9d8cc5-9640-4db7-9882-5765b0141bcb_0adc1c5cbd5af884,37,3,4
2024-06-24 13:57:13,2024-06-24 14:02:51,IP Address,187.106.42.206,100,338,True,2024-06-24 14:02:52,R_3riwP6ryVvzbWcz,,,,,-22.9035,-47.0565,anonymous,EN,Sim,Uma  vez por ano,Online,"Arezzo,Schutz,Paula Torres,Outras",Não,Redes sociais,Rede Sociais,"Elegante,Moderna,Desejável","Mais opções de estilo e design,Qualidade do produto,Outros","Avaliações e opiniões positivas de outros clientes,Informações sobre a qualidade do e o conforto do sapato,Variedade de estilos e peças",5,4,3,2,1,"Procura pelo produto específico na internet,Assiste vídeos de reviews",,,,,,,,,,,,,,,,,,,191b9fea-1f61-4a47-abc0-69ef1961da5e_0adc1c5cbd5af884,33,3,3
2024-06-24 13:58:23,2024-06-24 14:03:21,IP Address,200.158.162.107,100,297,True,2024-06-24 14:03:21,R_3luxQaVjtbNWVNA,,,,,-22.9035,-47.0565,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Não,Redes sociais,Recomendação,"Moderna,Inovadora,Exclusiva",Qualidade do produto,"Promoções/descontos,Informações sobre a qualidade do e o conforto do sapato,Variedade de estilos e peças",3,1,5,4,2,"Procura pelo produto específico na internet,Visita lojas físicas para experimentar pessoalmente",,,,,,,,,,,,,,,,,,,69427e28-e812-49ec-bcaf-73b8b4a0d633_0adc1c5cbd5af884,68,3,2
2024-06-24 14:02:57,2024-06-24 14:03:33,IP Address,179.217.179.173,100,35,True,2024-06-24 14:03:33,R_8P2JbhwHhs35Wmd,,,,,-21.1746,-47.7996,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Luiza Barcellos,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316957e4-b160-4a9b-b38a-ba77ee518c62_0adc1c5cbd5af884,57,3,2
2024-06-24 14:01:57,2024-06-24 14:03:52,IP Address,177.22.148.254,100,115,True,2024-06-24 14:03:53,R_69h6EabfY3QUT41,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Não,Loja física,Outros,"Elegante,Exclusiva","Melhor relação custo-benefício,Promoções e descontos mais frequentes","Informações sobre a qualidade do e o conforto do sapato,Variedade de estilos e peças",5,3,4,2,1,Visita lojas físicas para experimentar pessoalmente,,,,,,,,,,,,,,,,,,,52625a36-c7af-4b3c-9983-4efeaa2c5e04_0adc1c5cbd5af884,42,3,1
2024-06-24 14:03:37,2024-06-24 14:04:07,IP Address,191.23.17.31,100,30,True,2024-06-24 14:04:07,R_6AL0klie8SNrjhE,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1a1b884-fa91-4eac-b48e-525910b35392_0adc1c5cbd5af884,31,3,3
2024-06-24 13:49:05,2024-06-24 14:04:07,IP Address,131.255.38.233,100,901,True,2024-06-24 14:04:07,R_6mKL8YZnSpl4LT5,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Alexandre Birman",Sim,,,,,,,,,,,,Recomendação de amigos/família,Promoter,10,"Qualidade dos produtos,Conforto",Sustentabilidade,Sim,5,5,"Pede recomendações para conhecidos,Acessa o site da marca diretamente,Assiste vídeos de reviews",Campanhas,5,3,1,4,2,3 a 6 vezes na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)",d1db77a1-d864-43db-9dc1-dad27843c0a3_0adc1c5cbd5af884,47,3,1
2024-06-24 14:03:44,2024-06-24 14:05:13,IP Address,191.23.40.21,100,88,True,2024-06-24 14:05:13,R_6LhKEodZcwFv41H,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fac6295a-83bd-4b2d-9430-68d084da6483_0adc1c5cbd5af884,71,3,2
2024-06-24 14:05:30,2024-06-24 14:05:58,IP Address,177.54.207.39,100,28,True,2024-06-24 14:05:58,R_3mrcI79oXp5Vswd,,,,,-21.2199,-47.8429,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d263131d-f7d3-4f9d-a5f9-6b9f0c65a247_0adc1c5cbd5af884,32,3,4
2024-06-24 14:05:45,2024-06-24 14:06:48,IP Address,187.43.156.0,100,62,True,2024-06-24 14:06:48,R_58HXIyLFLCly0CT,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Schutz,Luiza Barcellos,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38336442-a879-43ae-a675-15677c8e942c_0adc1c5cbd5af884,45,3,2
2024-06-24 14:06:50,2024-06-24 14:07:16,IP Address,189.62.44.145,100,26,True,2024-06-24 14:07:17,R_3c0grJZIVhwISm5,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Loja Física,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de14be7f-d996-4b39-9ae7-7862c043faaa_0adc1c5cbd5af884,38,3,5
2024-06-24 14:03:47,2024-06-24 14:07:25,IP Address,191.9.82.76,100,218,True,2024-06-24 14:07:26,R_6D7LV3M2sRzNm0u,,,,,-23.5335,-46.6359,anonymous,EN,Não,Somente se os atuais não forem mais utilizáveis,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc0dca32-cace-4b4b-82db-a1c3110e6af2_0adc1c5cbd5af884,28,3,5
2024-06-24 14:03:11,2024-06-24 14:07:29,IP Address,186.220.39.151,100,257,True,2024-06-24 14:07:29,R_5OPjLJZ8y0SWseT,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Outras",Não,Redes sociais,Rede Sociais,"Elegante,Moderna,Versátil","Mais opções de estilo e design,Presença mais forte nas redes sociais,Promoções e descontos mais frequentes",Informações sobre a qualidade do e o conforto do sapato,1,2,3,4,5,"Acessa o site da marca diretamente (qual marca?),Visita lojas físicas para experimentar pessoalmente",,,,,,,,,,,,,,,,,,,d51786fc-e3b7-4b86-a5c2-a6184f792ee4_0adc1c5cbd5af884,51,3,
2024-06-24 13:50:01,2024-06-24 13:52:49,IP Address,187.101.248.195,100,167,True,2024-06-24 14:07:50,R_7duF67vFq1692h5,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Sim,,,,,,,,,,,,Redes sociais,Promoter,9,"Qualidade dos produtos,Conforto,Atualização de modelos,Inovação","Qualidade dos produtos,Inovação,Diversificação de modelos",Sim,4,4,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais,Assiste vídeos de reviews",Rede Sociais,,,,,5,3 a 6 vezes na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)",de2b7551-88cb-46ee-aaa7-6756eeb66dee_0adc1c5cbd5af884,56,3,1
2024-06-24 14:06:34,2024-06-24 14:08:01,IP Address,177.97.70.3,100,87,True,2024-06-24 14:08:01,R_7yl6XoElcF5jucm,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Loja Física,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32e0229c-fd9c-4567-abf5-fec4d72f26d7_0adc1c5cbd5af884,54,3,2
2024-06-24 14:07:50,2024-06-24 14:08:07,IP Address,187.43.156.0,100,17,True,2024-06-24 14:08:08,R_7AEGVTlPqnTSK41,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38336442-a879-43ae-a675-15677c8e942c_0adc1c5cbd5af884,45,3,2
2024-06-24 14:07:58,2024-06-24 14:08:14,IP Address,177.79.101.190,100,16,True,2024-06-24 14:08:15,R_8iCHucJu1aSY3C8,,,,,-22.895,-47.0439,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e872d03-0624-4ef5-9053-46c35c89dc91_0adc1c5cbd5af884,33,3,3
