StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Idade,Região,Classe,Frequência,Lugar,Marcas,Q34,Qualidade_NPS_GROUP,Qualidade,Diferencial,Pontos melhora,Q53,Q54,Lançamentos,Procura,Q30,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Frequencia uso,Preço,Utilização
2024-07-23 15:54:13,2024-07-23 15:58:49,IP Address,189.96.19.91,100,276,True,2024-07-23 15:58:50,R_1EX3AQagpIovb5e,,,,,-12.8671,-38.4807,anonymous,EN,35 a 44 anos,Nordeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos",Redes sociais,Passive,8,"Qualidade dos produtos,Trabalho artesanal","Conforto,Preço",Sim,3,3,"Procura pelo produto específico na internet,Acessa o site da marca diretamente",Rede Sociais,5,4,2,3,1,1 ou 2 vez(es) na semana,3,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 16:02:36,2024-07-23 16:06:26,IP Address,201.92.133.239,100,229,True,2024-07-23 16:06:26,R_61Scx5I4g71zUiZ,,,,,-23.6283,-46.6409,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Alexandre Birman,Outras",Redes sociais,Detractor,5,"Design,Conforto","Qualidade dos produtos,Preço",Sim,4,4,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente",Rede Sociais,5,4,3,2,1,1 ou 2 vez(es) por mês,3,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 16:08:08,2024-07-23 16:12:02,IP Address,177.26.241.206,100,233,True,2024-07-23 16:12:02,R_3g4WPp8DkuxgTS4,,,,,-23.6283,-46.6409,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Loja física,Promoter,9,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos,Inovação","Preço,Diversificação de modelos",Sim,3,3,Acessa o site da marca diretamente,Influenciadores,5,3,2,1,4,3 a 6 vezes na semana,5,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 15:54:55,2024-07-23 16:14:35,IP Address,189.6.248.134,100,1179,True,2024-07-23 16:14:36,R_6vYnlFz4wZ72pLb,,,,,-30.0273,-51.2353,anonymous,EN,35 a 44 anos,Sul,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Paula Torres,Outras",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Trabalho artesanal,Atualização de modelos",Conforto,Sim,5,5,Acessa o site da marca diretamente,Influenciadores,5,4,2,1,3,3 a 6 vezes na semana,5,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 16:18:24,2024-07-23 16:22:25,IP Address,200.170.176.229,100,240,True,2024-07-23 16:22:25,R_6jTHVfgBLHK2YBh,,,,,-20.5252,-48.6768,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Lojas físicas,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Loja física,Promoter,9,"Qualidade dos produtos,Design,Conforto","Conforto,Preço",Sim,5,5,Visita lojas físicas para experimentar pessoalmente,Rede Sociais,5,4,3,2,1,3 a 6 vezes na semana,3,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 16:16:20,2024-07-23 16:24:41,IP Address,177.115.50.113,100,500,True,2024-07-23 16:24:42,R_1DHVoXmE2T5oF7g,,,,,-23.5335,-46.6359,anonymous,EN,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Lojas físicas,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Loja física,Promoter,10,"Qualidade dos produtos,Design,Conforto,Atualização de modelos","Design,Inovação,Diversificação de modelos",Sim,5,5,"Procura pelo produto específico na internet,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",Campanhas,3,4,1,5,2,1 ou 2 vez(es) na semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 16:31:46,2024-07-23 16:40:45,IP Address,187.18.138.148,100,538,True,2024-07-23 16:40:46,R_1tuqYBOechrPPmY,,,,,-3.7138,-38.5285,anonymous,EN,45 a 54 anos,Nordeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos",Preço,Sim,5,5,Acessa o site da marca diretamente,Recomendação,5,4,3,2,1,1 ou 2 vez(es) na semana,5,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 16:36:09,2024-07-23 16:41:14,IP Address,177.99.4.125,100,305,True,2024-07-23 16:41:14,R_3n3dFxDZC364aHR,,,,,-2.6495,-44.3044,anonymous,EN,55 a 64 anos,Nordeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Loja física,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos,Inovação,Sustentabilidade","Sustentabilidade,Preço,Diversificação de modelos",Sim,4,4,"Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente",Campanhas,5,4,1,2,3,1 ou 2 vez(es) por mês,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 16:31:32,2024-07-23 16:43:29,IP Address,201.11.33.138,100,717,True,2024-07-23 16:43:30,R_7SkwS04ckpJbinH,,,,,-25.5026,-49.2908,anonymous,EN,35 a 44 anos,Norte,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Online,"Arezzo,Schutz,Paula Torres,Luiza Barcellos",Redes sociais,Passive,8,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Inovação",Preço,Sim,5,5,Acessa o site da marca diretamente,Rede Sociais,5,3,4,2,1,3 a 6 vezes na semana,5,Eventos sociais (festas e celebrações)
2024-07-23 16:44:07,2024-07-23 16:48:56,IP Address,177.103.191.142,100,289,True,2024-07-23 16:48:57,R_7QhM3PWYPOCOPL8,,,,,-23.6283,-46.6409,anonymous,EN,25 a 34 anos,Sudeste,Classe B: Renda familiar entre R$ 8.641 e R$ 11.261 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Passive,8,"Conforto,Atualização de modelos","Qualidade dos produtos,Preço",Sim,3,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente",Rede Sociais,5,3,4,1,2,1 ou 2 vez(es) na semana,3,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 16:45:31,2024-07-23 16:49:03,IP Address,152.255.107.200,100,211,True,2024-07-23 16:49:03,R_3WMrCCAJNOXud7C,,,,,-19.9029,-43.9572,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Lojas físicas,"Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Loja física,Promoter,10,"Design,Conforto",Preço,Sim,5,4,Visita lojas físicas para experimentar pessoalmente,Rede Sociais,5,4,2,3,1,3 a 6 vezes na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 16:58:00,2024-07-23 17:07:51,IP Address,186.222.43.51,100,591,True,2024-07-23 17:07:52,R_54RTmURoIDuDlip,,,,,-27.6027,-48.5541,anonymous,EN,55 a 64 anos,Sul,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Lojas físicas,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos",Preço,Sim,5,5,"Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais,Assiste vídeos de reviews",Rede Sociais,5,3,1,4,2,1 ou 2 vez(es) por mês,3,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 16:41:50,2024-07-23 17:09:56,IP Address,187.18.138.148,100,1686,True,2024-07-23 17:09:56,R_55iAif7QD3Ay7g5,,,,,-3.7138,-38.5285,anonymous,EN,45 a 54 anos,Nordeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal",Preço,Sim,5,5,Acessa o site da marca diretamente,Recomendação,5,2,3,1,4,1 ou 2 vez(es) na semana,5,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 17:05:52,2024-07-23 17:15:41,IP Address,104.28.63.186,100,588,True,2024-07-23 17:15:41,R_6HjaAcRNmRxvLYR,,,,,-19.9221,-43.9347,anonymous,EN,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Paula Torres,Outras",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto,Sustentabilidade",Preço,Sim,5,5,Acessa o site da marca diretamente,Rede Sociais,5,4,1,3,2,1 ou 2 vez(es) na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 17:34:19,2024-07-23 17:36:41,IP Address,168.232.199.34,100,142,True,2024-07-23 17:36:41,R_2wSKd0meVBwMfDj,,,,,-19.9029,-43.9572,anonymous,EN,35 a 44 anos,Sudeste,Classe C: Renda familiar entre R$ 2.005 e R$ 8.640 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Luiza Barcellos",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos,Inovação,Sustentabilidade","Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos,Inovação,Sustentabilidade,Diversificação de modelos,Exclusividade",Sim,3,5,Acessa o site da marca diretamente,Rede Sociais,4,5,1,3,2,1 ou 2 vez(es) por mês,2,Eventos sociais (festas e celebrações)
2024-07-23 17:29:09,2024-07-23 17:37:21,IP Address,186.227.171.19,100,492,True,2024-07-23 17:37:22,R_6pqWcNDG5TaJKbo,,,,,-23.2178,-46.8385,anonymous,EN,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Lojas físicas,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Inovação",Outros,Sim,5,5,"Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente",Rede Sociais,5,4,3,2,1,3 a 6 vezes na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 16:03:03,2024-07-23 17:40:07,IP Address,104.28.63.105,100,5823,True,2024-07-23 17:40:08,R_62R9b3PQQLvJSNP,,,,,-23.5335,-46.6359,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Outros",Preço,Sim,5,5,"Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",Rede Sociais,4,5,1,2,3,1 ou 2 vez(es) na semana,3,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 17:50:40,2024-07-23 17:53:46,IP Address,189.40.90.196,100,186,True,2024-07-23 17:53:47,R_6f1qFQvEeO2SsMF,,,,,-23.6283,-46.6409,anonymous,EN,25 a 34 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Lojas físicas,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Loja física,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos,Inovação,Sustentabilidade",Preço,Sim,5,5,"Pede recomendações para conhecidos,Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente",Recomendação,4,5,3,2,1,3 a 6 vezes na semana,3,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 16:26:59,2024-07-23 17:58:05,IP Address,177.18.157.77,100,5466,True,2024-07-23 17:58:06,R_1LOUelloN0c7yQX,,,,,-30.1169,-51.2658,anonymous,EN,55 a 64 anos,Sul,Classe B: Renda familiar entre R$ 8.641 e R$ 11.261 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Outras",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto",Preço,Sim,5,5,Acessa o site da marca diretamente,Influenciadores,5,4,3,2,1,3 a 6 vezes na semana,5,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 17:52:38,2024-07-23 17:58:45,IP Address,191.13.179.87,100,366,True,2024-07-23 17:58:46,R_31bobp7IWXZ1dV7,,,,,-23.8431,-45.2651,anonymous,EN,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Loja física,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos,Inovação,Sustentabilidade","Trabalho artesanal,Preço",Sim,5,5,Acessa o site da marca diretamente,Campanhas,5,3,1,2,4,3 a 6 vezes na semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 18:14:17,2024-07-23 18:18:37,IP Address,189.120.77.142,100,260,True,2024-07-23 18:18:38,R_5gjaTgBFXDcQMk3,,,,,-23.5335,-46.6359,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Promoter,9,"Qualidade dos produtos,Design",Preço,Sim,5,5,Procura pelo produto específico na internet,Rede Sociais,4,5,3,1,2,1 ou 2 vez(es) na semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 18:34:25,2024-07-23 18:40:03,IP Address,179.118.253.235,100,337,True,2024-07-23 18:40:04,R_1rNyYgzn5BBjfim,,,,,-23.4977,-46.8656,anonymous,EN,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Loja física,Promoter,9,"Qualidade dos produtos,Design,Inovação","Conforto,Preço",Sim,4,4,Visita lojas físicas para experimentar pessoalmente,Campanhas,4,5,1,3,2,1 ou 2 vez(es) na semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 18:50:29,2024-07-23 19:00:35,IP Address,187.255.41.152,100,606,True,2024-07-23 19:00:36,R_6G3vFhHc9w22ewB,,,,,-23.4118,-46.4392,anonymous,EN,45 a 54 anos,Sudeste,Classe B: Renda familiar entre R$ 8.641 e R$ 11.261 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto","Preço,Diversificação de modelos",Sim,5,5,Acessa o site da marca diretamente,Influenciadores,1,2,3,5,4,1 ou 2 vez(es) na semana,3,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 19:04:30,2024-07-23 19:09:57,IP Address,186.220.196.37,100,326,True,2024-07-23 19:09:57,R_5yypgm8HCRxZiUN,,,,,-23.5335,-46.6359,anonymous,EN,45 a 54 anos,Sudeste,Classe C: Renda familiar entre R$ 2.005 e R$ 8.640 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Luiza Barcellos",Redes sociais,Passive,8,"Qualidade dos produtos,Design,Conforto","Qualidade dos produtos,Preço",Sim,5,3,"Procura pelo produto específico na internet,Acessa o site da marca diretamente",Rede Sociais,4,2,5,1,3,1 ou 2 vez(es) na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 19:21:31,2024-07-23 19:25:35,IP Address,201.27.229.100,100,244,True,2024-07-23 19:25:36,R_6Htb2LmCIciXlhX,,,,,-23.0889,-47.2127,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Lojas físicas,"Arezzo,Schutz,Paula Torres,Luiza Barcellos",Loja física,Passive,7,Design,"Qualidade dos produtos,Conforto,Preço",Sim,5,4,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",Influenciadores,5,4,2,3,1,1 ou 2 vez(es) por mês,3,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 19:23:26,2024-07-23 19:30:47,IP Address,104.28.87.87,100,440,True,2024-07-23 19:30:48,R_8qXBazxjVwNZENH,,,,,38.731,-9.1373,anonymous,EN,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,,,"Qualidade dos produtos,Design,Atualização de modelos,Inovação","Conforto,Preço",Sim,4,4,"Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Campanhas,5,3,1,2,4,1 ou 2 vez(es) na semana,3,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 19:23:01,2024-07-23 19:31:33,IP Address,187.65.155.133,100,512,True,2024-07-23 19:31:33,R_3oL3zEJM79N47g2,,,,,-12.9637,-38.4903,anonymous,EN,55 a 64 anos,Nordeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Passive,8,"Design,Conforto,Trabalho artesanal",Outros,Sim,4,4,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",Campanhas,4,3,5,1,2,3 a 6 vezes na semana,3,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 19:32:32,2024-07-23 19:39:27,IP Address,152.255.113.48,100,414,True,2024-07-23 19:39:28,R_7wb0U9LmpvUriuY,,,,,-19.9029,-43.9572,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Loja física,Promoter,9,"Design,Conforto",Preço,Sim,4,4,Acessa o site da marca diretamente,Campanhas,5,4,3,2,1,3 a 6 vezes na semana,2,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 19:43:06,2024-07-23 19:47:08,IP Address,191.201.29.44,100,242,True,2024-07-23 19:47:09,R_1Old1Cah2Ec2eoF,,,,,-23.6283,-46.6409,anonymous,EN,35 a 44 anos,Norte,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Luiza Barcellos",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos","Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos,Inovação,Diversificação de modelos",Sim,5,5,Acessa o site da marca diretamente,Rede Sociais,5,4,3,2,1,7 vezes por semana,5,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 19:59:06,2024-07-23 20:02:34,IP Address,186.235.80.198,100,208,True,2024-07-23 20:02:35,R_7nMhYzBYVEbwffI,,,,,-15.7792,-47.9341,anonymous,EN,35 a 44 anos,Centro-Oeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Lojas físicas,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,10,"Design,Conforto,Atualização de modelos","Inovação,Preço",Sim,5,5,"Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",Rede Sociais,5,3,2,4,1,1 ou 2 vez(es) na semana,3,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 20:20:39,2024-07-23 20:26:07,IP Address,179.48.81.8,100,327,True,2024-07-23 20:26:07,R_5n51ThZxKY3VvK9,,,,,-5.0854,-42.803,anonymous,EN,55 a 64 anos,Nordeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Loja física,Promoter,10,"Qualidade dos produtos,Design,Conforto,Atualização de modelos,Inovação","Preço,Diversificação de modelos",Sim,5,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",Rede Sociais,5,4,3,2,1,3 a 6 vezes na semana,5,Eventos sociais (festas e celebrações)
2024-07-23 20:25:24,2024-07-23 20:30:16,IP Address,179.214.223.19,100,292,True,2024-07-23 20:30:17,R_3yNFZHfVaMfKNGx,,,,,-20.4428,-54.6464,anonymous,EN,45 a 54 anos,Centro-Oeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Loja física,Promoter,10,"Qualidade dos produtos,Conforto","Preço,Diversificação de modelos",Sim,5,5,"Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Rede Sociais,3,5,4,2,1,7 vezes por semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 20:35:40,2024-07-23 20:45:55,IP Address,131.221.12.176,100,614,True,2024-07-23 20:45:55,R_7m4DTLXbsABukov,,,,,-28.2866,-52.4437,anonymous,EN,35 a 44 anos,Sul,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Luiza Barcellos",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal",Preço,Sim,5,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente",Rede Sociais,4,3,2,5,1,1 ou 2 vez(es) na semana,5,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 20:54:09,2024-07-23 20:58:09,IP Address,189.63.34.115,100,239,True,2024-07-23 20:58:09,R_1N7qNpaKdr7oKSR,,,,,-16.6802,-49.2564,anonymous,EN,45 a 54 anos,Centro-Oeste,Classe C: Renda familiar entre R$ 2.005 e R$ 8.640 por mês.,A cada 6 meses,Lojas físicas,"Tatiana Loureiro,Paula Torres,Alexandre Birman,Outras",Loja física,Promoter,9,"Qualidade dos produtos,Design,Conforto",Preço,Sim,4,4,Visita lojas físicas para experimentar pessoalmente,Outros,5,3,2,1,4,3 a 6 vezes na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 20:52:39,2024-07-23 21:00:46,IP Address,177.159.250.96,100,487,True,2024-07-23 21:00:47,R_18BBTD3kdATlo2J,,,,,-15.7792,-47.9341,anonymous,EN,45 a 54 anos,Centro-Oeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Loja física,Promoter,10,"Qualidade dos produtos,Design,Conforto",Preço,Sim,5,5,"Procura pelo produto específico na internet,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais,Assiste vídeos de reviews",Rede Sociais,5,2,4,3,1,1 ou 2 vez(es) na semana,5,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 21:08:33,2024-07-23 21:14:36,IP Address,45.183.83.42,100,362,True,2024-07-23 21:14:37,R_7A05rV6TUepjsnL,,,,,-23.5111,-46.8727,anonymous,EN,25 a 34 anos,Sudeste,Classe B: Renda familiar entre R$ 8.641 e R$ 11.261 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Promoter,10,"Design,Conforto,Trabalho artesanal,Atualização de modelos,Inovação","Qualidade dos produtos,Conforto,Preço",Sim,5,5,"Procura pelo produto específico na internet,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",Rede Sociais,5,3,1,2,4,3 a 6 vezes na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 21:16:53,2024-07-23 21:21:42,IP Address,172.226.124.49,100,289,True,2024-07-23 21:21:43,R_3QAPBbcfElarSwc,,,,,-23.5335,-46.6359,anonymous,EN,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Schutz,Tatiana Loureiro,Paula Torres,Alexandre Birman",Loja física,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos",Diversificação de modelos,Sim,5,5,Acessa o site da marca diretamente,Campanhas,5,3,2,4,1,3 a 6 vezes na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 21:33:20,2024-07-23 21:34:53,IP Address,189.94.27.175,100,93,True,2024-07-23 21:34:54,R_7Odj7i82J2lG9Px,,,,,-12.8671,-38.4807,anonymous,EN,18 a 24 anos,Nordeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Paula Torres",Recomendação de amigos/família,Promoter,10,Sustentabilidade,Exclusividade,Sim,5,5,Busca tendências de moda em redes sociais,Influenciadores,5,4,3,2,1,7 vezes por semana,1,Eventos sociais (festas e celebrações)
2024-07-23 21:51:19,2024-07-23 21:55:08,IP Address,104.28.63.61,100,229,True,2024-07-23 21:55:09,R_3LEYHgwPvJtjmKZ,,,,,-22.9035,-47.0565,anonymous,EN,35 a 44 anos,Sudeste,Classe B: Renda familiar entre R$ 8.641 e R$ 11.261 por mês.,A cada 6 meses,Online,"Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Recomendação de amigos/família,Promoter,10,"Qualidade dos produtos,Design,Atualização de modelos,Inovação",Diversificação de modelos,Sim,4,5,Procura pelo produto específico na internet,Rede Sociais,2,3,5,4,1,1 ou 2 vez(es) na semana,2,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
